,Country ISO3,Country Name,Indicator,Subindicator Type,Year,value,Dataset,Lneding group,Region
47600,YEM,"Yemen, Rep.",Enforcing Contracts,Total,2013,645,DB,IDA,Middle East & North Africa
47601,YEM,"Yemen, Rep.",Enforcing Contracts Cost % of claim,Total,2013,26.5,DB,IDA,Middle East & North Africa
47607,YEM,"Yemen, Rep.",Registering Property: Procedures,Total,2013,6,DB,IDA,Middle East & North Africa
47609,YEM,"Yemen, Rep.",Rule of Law,Estimate,2013,-1.18,WDI,IDA,Middle East & North Africa
47610,YEM,"Yemen, Rep.",Time required to register property (days),Total,2013,19,DB,IDA,Middle East & North Africa
47611,ZAF,South Africa,Civil justice is effectively enforced,Total,2013,0.52,WJP,IBRD,Sub-Saharan Africa
47616,ZAF,South Africa,Enforcing Contracts,Total,2013,600,DB,IBRD,Sub-Saharan Africa
47617,ZAF,South Africa,Enforcing Contracts Cost % of claim,Total,2013,33.2,DB,IBRD,Sub-Saharan Africa
47619,ZAF,South Africa,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.67,WJP,IBRD,Sub-Saharan Africa
47620,ZAF,South Africa,Government officials in the police and the military do not use public office for private gain,Total,2013,0.61,WJP,IBRD,Sub-Saharan Africa
47621,ZAF,South Africa,Government regulations are applied and enforced without improper influence,Total,2013,0.59,WJP,IBRD,Sub-Saharan Africa
47626,ZAF,South Africa,Registering Property: Procedures,Total,2013,7,DB,IBRD,Sub-Saharan Africa
47628,ZAF,South Africa,Rule of Law,Estimate,2013,0.16,WDI,IBRD,Sub-Saharan Africa
47629,ZAF,South Africa,The right to life and security of the person is effectively guaranteed,Total,2013,0.65,WJP,IBRD,Sub-Saharan Africa
47630,ZAF,South Africa,Time required to register property (days),Total,2013,23,DB,IBRD,Sub-Saharan Africa
47631,ZMB,Zambia,Civil justice is effectively enforced,Total,2013,0.47,WJP,IDA,Sub-Saharan Africa
47632,ZMB,Zambia,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,7.7,ES,IDA,Sub-Saharan Africa
47633,ZMB,Zambia,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,24.3,ES,IDA,Sub-Saharan Africa
47634,ZMB,Zambia,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,2.6,ES,IDA,Sub-Saharan Africa
47635,ZMB,Zambia,Crime / Percent of firms paying for security,Total,2013,60.2,ES,IDA,Sub-Saharan Africa
47636,ZMB,Zambia,Enforcing Contracts,Total,2013,611,DB,IDA,Sub-Saharan Africa
47637,ZMB,Zambia,Enforcing Contracts Cost % of claim,Total,2013,38.7,DB,IDA,Sub-Saharan Africa
47639,ZMB,Zambia,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.49,WJP,IDA,Sub-Saharan Africa
47640,ZMB,Zambia,Government officials in the police and the military do not use public office for private gain,Total,2013,0.38,WJP,IDA,Sub-Saharan Africa
47641,ZMB,Zambia,Government regulations are applied and enforced without improper influence,Total,2013,0.44,WJP,IDA,Sub-Saharan Africa
47646,ZMB,Zambia,Registering Property: Procedures,Total,2013,5,DB,IDA,Sub-Saharan Africa
47648,ZMB,Zambia,Rule of Law,Estimate,2013,-0.27,WDI,IDA,Sub-Saharan Africa
47649,ZMB,Zambia,The right to life and security of the person is effectively guaranteed,Total,2013,0.51,WJP,IDA,Sub-Saharan Africa
47650,ZMB,Zambia,Time required to register property (days),Total,2013,45,DB,IDA,Sub-Saharan Africa
47651,ZWE,Zimbabwe,Civil justice is effectively enforced,Total,2013,0.48,WJP,Blend,Sub-Saharan Africa
47656,ZWE,Zimbabwe,Enforcing Contracts,Total,2013,410,DB,Blend,Sub-Saharan Africa
47657,ZWE,Zimbabwe,Enforcing Contracts Cost % of claim,Total,2013,83.1,DB,Blend,Sub-Saharan Africa
47659,ZWE,Zimbabwe,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.4,WJP,Blend,Sub-Saharan Africa
47660,ZWE,Zimbabwe,Government officials in the police and the military do not use public office for private gain,Total,2013,0.24,WJP,Blend,Sub-Saharan Africa
47661,ZWE,Zimbabwe,Government regulations are applied and enforced without improper influence,Total,2013,0.34,WJP,Blend,Sub-Saharan Africa
47666,ZWE,Zimbabwe,Registering Property: Procedures,Total,2013,5,DB,Blend,Sub-Saharan Africa
47668,ZWE,Zimbabwe,Rule of Law,Estimate,2013,-1.58,WDI,Blend,Sub-Saharan Africa
47669,ZWE,Zimbabwe,The right to life and security of the person is effectively guaranteed,Total,2013,0.32,WJP,Blend,Sub-Saharan Africa
47670,ZWE,Zimbabwe,Time required to register property (days),Total,2013,36,DB,Blend,Sub-Saharan Africa
47671,ABW,Aruba,Rule of Law,Estimate,2014,1.04,WDI,..,Latin America & Caribbean
47672,AFG,Afghanistan,Civil justice is effectively enforced,Total,2014,0.26,WJP,IDA,South Asia
47673,AFG,Afghanistan,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2014,40.8,ES,IDA,South Asia
47674,AFG,Afghanistan,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2014,17.3,ES,IDA,South Asia
47675,AFG,Afghanistan,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2014,6,ES,IDA,South Asia
47676,AFG,Afghanistan,Crime / Percent of firms paying for security,Total,2014,29.5,ES,IDA,South Asia
47677,AFG,Afghanistan,Enforcing Contracts,Total,2014,1642,DB,IDA,South Asia
47678,AFG,Afghanistan,Enforcing Contracts Cost % of claim,Total,2014,29,DB,IDA,South Asia
47679,AFG,Afghanistan,Enforcing Contracts Quality of judicial processes,0-18,2014,6,DB,IDA,South Asia
47680,AFG,Afghanistan,Government officials in the judicial branch do not use public office for private gain,Total,2014,0.11,WJP,IDA,South Asia
47681,AFG,Afghanistan,Government officials in the police and the military do not use public office for private gain,Total,2014,0.37,WJP,IDA,South Asia
47682,AFG,Afghanistan,Government regulations are applied and enforced without improper influence,Total,2014,0.31,WJP,IDA,South Asia
47687,AFG,Afghanistan,Registering Property: Procedures,Total,2014,9,DB,IDA,South Asia
47689,AFG,Afghanistan,Rule of Law,Estimate,2014,-1.45,WDI,IDA,South Asia
47690,AFG,Afghanistan,The right to life and security of the person is effectively guaranteed,Total,2014,0.31,WJP,IDA,South Asia
47691,AFG,Afghanistan,Time required to register property (days),Total,2014,250,DB,IDA,South Asia
47696,AGO,Angola,Enforcing Contracts,Total,2014,1296,DB,IBRD,Sub-Saharan Africa
47697,AGO,Angola,Enforcing Contracts Cost % of claim,Total,2014,44.4,DB,IBRD,Sub-Saharan Africa
47698,AGO,Angola,Enforcing Contracts Quality of judicial processes,0-18,2014,4.5,DB,IBRD,Sub-Saharan Africa
47703,AGO,Angola,Registering Property: Procedures,Total,2014,7,DB,IBRD,Sub-Saharan Africa
47705,AGO,Angola,Rule of Law,Estimate,2014,-1.12,WDI,IBRD,Sub-Saharan Africa
47706,AGO,Angola,Time required to register property (days),Total,2014,190,DB,IBRD,Sub-Saharan Africa
47707,ALB,Albania,Civil justice is effectively enforced,Total,2014,0.51,WJP,IBRD,Europe & Central Asia
47712,ALB,Albania,Enforcing Contracts,Total,2014,525,DB,IBRD,Europe & Central Asia
47713,ALB,Albania,Enforcing Contracts Cost % of claim,Total,2014,34.9,DB,IBRD,Europe & Central Asia
47714,ALB,Albania,Enforcing Contracts Quality of judicial processes,0-18,2014,6,DB,IBRD,Europe & Central Asia
47715,ALB,Albania,Government officials in the judicial branch do not use public office for private gain,Total,2014,0.25,WJP,IBRD,Europe & Central Asia
47716,ALB,Albania,Government officials in the police and the military do not use public office for private gain,Total,2014,0.37,WJP,IBRD,Europe & Central Asia
47717,ALB,Albania,Government regulations are applied and enforced without improper influence,Total,2014,0.4,WJP,IBRD,Europe & Central Asia
47722,ALB,Albania,Registering Property: Procedures,Total,2014,6,DB,IBRD,Europe & Central Asia
47724,ALB,Albania,Rule of Law,Estimate,2014,-0.34,WDI,IBRD,Europe & Central Asia
47725,ALB,Albania,The right to life and security of the person is effectively guaranteed,Total,2014,0.65,WJP,IBRD,Europe & Central Asia
47726,ALB,Albania,Time required to register property (days),Total,2014,22,DB,IBRD,Europe & Central Asia
47727,AND,Andorra,Rule of Law,Estimate,2014,1.64,WDI,..,Europe & Central Asia
47728,ARE,United Arab Emirates,Civil justice is effectively enforced,Total,2014,0.64,WJP,..,Middle East & North Africa
47729,ARE,United Arab Emirates,Enforcing Contracts,Total,2014,524,DB,..,Middle East & North Africa
47730,ARE,United Arab Emirates,Enforcing Contracts Cost % of claim,Total,2014,20.4,DB,..,Middle East & North Africa
47731,ARE,United Arab Emirates,Enforcing Contracts Quality of judicial processes,0-18,2014,12,DB,..,Middle East & North Africa
47732,ARE,United Arab Emirates,Government officials in the judicial branch do not use public office for private gain,Total,2014,0.79,WJP,..,Middle East & North Africa
47733,ARE,United Arab Emirates,Government officials in the police and the military do not use public office for private gain,Total,2014,0.78,WJP,..,Middle East & North Africa
47734,ARE,United Arab Emirates,Government regulations are applied and enforced without improper influence,Total,2014,0.88,WJP,..,Middle East & North Africa
47739,ARE,United Arab Emirates,Registering Property: Procedures,Total,2014,2,DB,..,Middle East & North Africa
47741,ARE,United Arab Emirates,Rule of Law,Estimate,2014,0.65,WDI,..,Middle East & North Africa
47742,ARE,United Arab Emirates,The right to life and security of the person is effectively guaranteed,Total,2014,0.68,WJP,..,Middle East & North Africa
47743,ARE,United Arab Emirates,Time required to register property (days),Total,2014,2,DB,..,Middle East & North Africa
47744,ARG,Argentina,Civil justice is effectively enforced,Total,2014,0.53,WJP,IBRD,Latin America & Caribbean
47749,ARG,Argentina,Enforcing Contracts,Total,2014,995,DB,IBRD,Latin America & Caribbean
47750,ARG,Argentina,Enforcing Contracts Cost % of claim,Total,2014,22.5,DB,IBRD,Latin America & Caribbean
47751,ARG,Argentina,Enforcing Contracts Quality of judicial processes,0-18,2014,11.5,DB,IBRD,Latin America & Caribbean
47752,ARG,Argentina,Government officials in the judicial branch do not use public office for private gain,Total,2014,0.56,WJP,IBRD,Latin America & Caribbean
47753,ARG,Argentina,Government officials in the police and the military do not use public office for private gain,Total,2014,0.61,WJP,IBRD,Latin America & Caribbean
47754,ARG,Argentina,Government regulations are applied and enforced without improper influence,Total,2014,0.57,WJP,IBRD,Latin America & Caribbean
47759,ARG,Argentina,Registering Property: Procedures,Total,2014,7,DB,IBRD,Latin America & Caribbean
47761,ARG,Argentina,Rule of Law,Estimate,2014,-0.89,WDI,IBRD,Latin America & Caribbean
47762,ARG,Argentina,The right to life and security of the person is effectively guaranteed,Total,2014,0.82,WJP,IBRD,Latin America & Caribbean
47763,ARG,Argentina,Time required to register property (days),Total,2014,51.5,DB,IBRD,Latin America & Caribbean
47768,ARM,Armenia,Enforcing Contracts,Total,2014,570,DB,IBRD,Europe & Central Asia
47769,ARM,Armenia,Enforcing Contracts Cost % of claim,Total,2014,16,DB,IBRD,Europe & Central Asia
47770,ARM,Armenia,Enforcing Contracts Quality of judicial processes,0-18,2014,7.5,DB,IBRD,Europe & Central Asia
47775,ARM,Armenia,Registering Property: Procedures,Total,2014,3,DB,IBRD,Europe & Central Asia
47777,ARM,Armenia,Rule of Law,Estimate,2014,-0.37,WDI,IBRD,Europe & Central Asia
47778,ARM,Armenia,Time required to register property (days),Total,2014,7,DB,IBRD,Europe & Central Asia
47779,ASM,American Samoa,Rule of Law,Estimate,2014,1.41,WDI,..,East Asia & Pacific
47785,ATG,Antigua and Barbuda,Enforcing Contracts,Total,2014,476,DB,IBRD,Latin America & Caribbean
47786,ATG,Antigua and Barbuda,Enforcing Contracts Cost % of claim,Total,2014,27.1,DB,IBRD,Latin America & Caribbean
47787,ATG,Antigua and Barbuda,Enforcing Contracts Quality of judicial processes,0-18,2014,11.5,DB,IBRD,Latin America & Caribbean
47794,ATG,Antigua and Barbuda,Registering Property: Procedures,Total,2014,7,DB,IBRD,Latin America & Caribbean
47796,ATG,Antigua and Barbuda,Rule of Law,Estimate,2014,-0.18,WDI,IBRD,Latin America & Caribbean
47798,ATG,Antigua and Barbuda,Time required to register property (days),Total,2014,25,DB,IBRD,Latin America & Caribbean
47799,AUS,Australia,Civil justice is effectively enforced,Total,2014,0.79,WJP,..,East Asia & Pacific
47800,AUS,Australia,Enforcing Contracts,Total,2014,402,DB,..,East Asia & Pacific
47801,AUS,Australia,Enforcing Contracts Cost % of claim,Total,2014,23.2,DB,..,East Asia & Pacific
47802,AUS,Australia,Enforcing Contracts Quality of judicial processes,0-18,2014,15.5,DB,..,East Asia & Pacific
47803,AUS,Australia,Government officials in the judicial branch do not use public office for private gain,Total,2014,0.94,WJP,..,East Asia & Pacific
47804,AUS,Australia,Government officials in the police and the military do not use public office for private gain,Total,2014,0.92,WJP,..,East Asia & Pacific
47805,AUS,Australia,Government regulations are applied and enforced without improper influence,Total,2014,0.92,WJP,..,East Asia & Pacific
47810,AUS,Australia,Registering Property: Procedures,Total,2014,5,DB,..,East Asia & Pacific
47812,AUS,Australia,Rule of Law,Estimate,2014,1.92,WDI,..,East Asia & Pacific
47813,AUS,Australia,The right to life and security of the person is effectively guaranteed,Total,2014,0.89,WJP,..,East Asia & Pacific
47814,AUS,Australia,Time required to register property (days),Total,2014,4.5,DB,..,East Asia & Pacific
47815,AUT,Austria,Civil justice is effectively enforced,Total,2014,0.88,WJP,..,Europe & Central Asia
47816,AUT,Austria,Enforcing Contracts,Total,2014,397,DB,..,Europe & Central Asia
47817,AUT,Austria,Enforcing Contracts Cost % of claim,Total,2014,20.6,DB,..,Europe & Central Asia
47818,AUT,Austria,Enforcing Contracts Quality of judicial processes,0-18,2014,13,DB,..,Europe & Central Asia
47819,AUT,Austria,Government officials in the judicial branch do not use public office for private gain,Total,2014,0.88,WJP,..,Europe & Central Asia
47820,AUT,Austria,Government officials in the police and the military do not use public office for private gain,Total,2014,0.91,WJP,..,Europe & Central Asia
47821,AUT,Austria,Government regulations are applied and enforced without improper influence,Total,2014,0.89,WJP,..,Europe & Central Asia
47826,AUT,Austria,Registering Property: Procedures,Total,2014,3,DB,..,Europe & Central Asia
47828,AUT,Austria,Rule of Law,Estimate,2014,1.95,WDI,..,Europe & Central Asia
47829,AUT,Austria,The right to life and security of the person is effectively guaranteed,Total,2014,0.92,WJP,..,Europe & Central Asia
47830,AUT,Austria,Time required to register property (days),Total,2014,20.5,DB,..,Europe & Central Asia
47835,AZE,Azerbaijan,Enforcing Contracts,Total,2014,277,DB,IBRD,Europe & Central Asia
47836,AZE,Azerbaijan,Enforcing Contracts Cost % of claim,Total,2014,18.5,DB,IBRD,Europe & Central Asia
47837,AZE,Azerbaijan,Enforcing Contracts Quality of judicial processes,0-18,2014,5.5,DB,IBRD,Europe & Central Asia
47842,AZE,Azerbaijan,Registering Property: Procedures,Total,2014,3,DB,IBRD,Europe & Central Asia
47844,AZE,Azerbaijan,Rule of Law,Estimate,2014,-0.67,WDI,IBRD,Europe & Central Asia
47845,AZE,Azerbaijan,Time required to register property (days),Total,2014,8.5,DB,IBRD,Europe & Central Asia
47846,BDI,Burundi,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2014,50.6,ES,IDA,Sub-Saharan Africa
47847,BDI,Burundi,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2014,11.3,ES,IDA,Sub-Saharan Africa
47848,BDI,Burundi,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2014,0,ES,IDA,Sub-Saharan Africa
47849,BDI,Burundi,Crime / Percent of firms paying for security,Total,2014,72,ES,IDA,Sub-Saharan Africa
47850,BDI,Burundi,Enforcing Contracts,Total,2014,832,DB,IDA,Sub-Saharan Africa
47851,BDI,Burundi,Enforcing Contracts Cost % of claim,Total,2014,38.6,DB,IDA,Sub-Saharan Africa
47852,BDI,Burundi,Enforcing Contracts Quality of judicial processes,0-18,2014,7,DB,IDA,Sub-Saharan Africa
47857,BDI,Burundi,Registering Property: Procedures,Total,2014,5,DB,IDA,Sub-Saharan Africa
47859,BDI,Burundi,Rule of Law,Estimate,2014,-0.97,WDI,IDA,Sub-Saharan Africa
47860,BDI,Burundi,Time required to register property (days),Total,2014,23,DB,IDA,Sub-Saharan Africa
47861,BEL,Belgium,Civil justice is effectively enforced,Total,2014,0.68,WJP,..,Europe & Central Asia
47862,BEL,Belgium,Enforcing Contracts,Total,2014,505,DB,..,Europe & Central Asia
47863,BEL,Belgium,Enforcing Contracts Cost % of claim,Total,2014,17.7,DB,..,Europe & Central Asia
47864,BEL,Belgium,Enforcing Contracts Quality of judicial processes,0-18,2014,8,DB,..,Europe & Central Asia
47865,BEL,Belgium,Government officials in the judicial branch do not use public office for private gain,Total,2014,0.86,WJP,..,Europe & Central Asia
